наименование;описание;цена;орг %;ccылка на товар на сайте поставщика;ссылки на Фото;Цвет
628 Сумка-рюкзак;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Средняя, Ручки: Регулируемые, Форма жесткости: Мягкая, Количество отделений: 1; Сумка-рюкзак женская Оливи, полужесткая на одной маленькой ручке и двух регулируемых ручках (67-132 см.)Ручки легко трансформируются,за счет чего сумку можно использовать как рюкзак и как сумку на длинном ремне. Одно отделение на молнии. Передняя стенка: карман на молнии. Задняя стенка: карман на молнии. Внутри: карман-перегородка на молнии, открытый карман, карман на молнии. Габариты: ширина- 19; высота- 24; глубина- 9.";1 090 р.;13;https://olivi.su/catalog/zhenskie_sumki/628_sumka_ryukzak/;https://olivi.su/upload/iblock/a45/a4521b51912af75cbbf4851251ff5a61.jpg;"бел.кирпич.;борд.кирпич.;зелен.кирпич.;сирен.цветы;кор.метал.;красн.рептил.;розов.крок;сер.цветы;чер."
627 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Формат А4: Да, Размер: Большая, Ручки: Средние, Форма жесткости: Мягкая, Количество отделений: 1; Сумка женская Оливи, мягкая на двух ручках.Формат А4.Одно отделение на молнии. Задняя стенка: карман на молнии.Внутри: вместительный карман на молнии, открытый карман, карман для мобильного телефона. Габариты: ширина- 31; высота- 25; глубина- 14,5.";1 050 р.;13;https://olivi.su/catalog/zhenskie_sumki/627_sumka_zhenskaya/;https://olivi.su/upload/iblock/0f2/0f27f2123ad7ab6c48ec1e50780d0421.jpg;"беж.жат.;бел.кирпич.;тропич.цветы;бел.полос.;какао жат.;син.цветы"
626 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Маленькая, Ручки: Короткие, Форма жесткости: Мягкая, Количество отделений: 1; Сумка женская Оливи, мягкая на двух ручках и регулируемом ручкоремне. Одно отделение на молнии. Задняя стенка: карман на молнии. Внутри: карман на молнии, карман для мобильного телефона, вместительный карман-перегородка.Габариты: ширина- 26; высота- 21; глубина- 12.";1 050 р.;13;https://olivi.su/catalog/zhenskie_sumki/626_sumka_zhenskaya/;https://olivi.su/upload/iblock/dd0/dd0d590cf05441dd14e26a44a59a0cdc.jpg;"беж.тем.;горчич.;бирюз.;зелен.рогожка;кор.метал.;красн.;коралл;син.;чер."
625 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Большая, Ручки: Средние, Форма жесткости: Полужесткая, Количество отделений: 3; Сумка женская Оливи, полужесткая на двух ручках . Три отделения на молнии. Задняя стенка: карман на молнии. Внутри: карман-перегородка, карман на молнии, карман для мобильного телефона. Габариты: ширина- 33; высота- 23; глубина- 13.";1 200 р.;13;https://olivi.su/catalog/zhenskie_sumki/625_sumka_zhenskaya/;https://olivi.su/upload/iblock/31b/31ba92a3aa4bfaf4df8b27d683c7da78.jpg https://olivi.su/upload/iblock/41a/41aaef26895c489ed8796a715156714e.jpg https://olivi.su/upload/iblock/bec/becda79e15eb41481a5a7c7a741e0e2d.jpg https://olivi.su/upload/iblock/511/51164356c37a22a4fab67876ae4323ee.jpg https://olivi.su/upload/iblock/85a/85ac5c473b1083c4dc34cdf79d4785f5.jpg https://olivi.su/upload/iblock/d36/d3657b4976aaf84df4b694d56b1fb5e9.jpg https://olivi.su/upload/iblock/b29/b29c90c204430219a5d795d1093e8b1c.jpg https://olivi.su/upload/iblock/b89/b8967c4b462f5965479aa05b08a56f08.jpg ;"борд./цветн.;шок./цветн.;кор./цветн.;сер.кор./цветн.;чер./цветн."
624 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Формат А4: Да, Размер: Большая, Ручки: Средние, Форма жесткости: Мягкая, Количество отделений: 1; Сумка мягкая на одной ручке.Формат А4. Одно отделение на молнии. Задняя стенка: карман на молнии. Внутри: вместительный карман на молнии, открытый карман. Габариты: ширина- 38; высота- 31; глубина- 11.";1 050 р.;13;https://olivi.su/catalog/zhenskie_sumki/624_sumka_zhenskaya/;https://olivi.su/upload/iblock/9db/9db6e17b7b2841a528a1c9fc0f978273.jpg;"горчич.;сер.тем."
623 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Средняя, Ручки: Короткие, Форма жесткости: Жесткая, Количество отделений: 1; Необычная модель, представлена в эффектных материалах типа ""рептилия"", имеет твердую форму, напоминающую кузовок. модель на каждый день, также подойдет для любого мероприятия, свидания или вечеринки. Сумка женская Оливи, жесткая на одной ручке и декоративном ручкоремне. Одно отделение на молнии с клапаном. На задней стенке карман на молнии. Внутри: карман на молнии, открытый карман.Габариты: ширина- 20; высота- 19,5; глубина- 11.";1 010 р.;13;https://olivi.su/catalog/zhenskie_sumki/623_sumka_zhenskaya/;https://olivi.su/upload/iblock/066/06614a37d0b73ae87be48c088cb74360.jpg;"борд.рептил.;зебра;серебр.рептил.;син.желт.рептил.;чер.мат.крок."
621 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Большая, Ручки: Короткие, Форма жесткости: Мягкая, Количество отделений: 3; Сумка женская Оливи, мягкая на двух ручках и регулируемом ручкоремне. Формат А4. Три отделения на молнии. Задняя стенка: карман на молнии. Внутри: карман на молнии, карман для мобильного телефона, вместительный карман-перегородка. Габариты: ширина- 32; высота- 25; глубина- 16.";1 260 р.;13;https://olivi.su/catalog/zhenskie_sumki/621_sumka_zhenskaya/;https://olivi.su/upload/iblock/ffe/ffe8f9b659dc6feadbf9eaeceedc1635.jpg;"беж.крок.;борд.мат.крок.;зелен.рептил.лак.;кор.свет.крок.;сер.свет.крок."
620 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Формат А4: Да, Размер: Большая, Ручки: Средние, Форма жесткости: Полужесткая, Количество отделений: 1; Современная классическая модель выполнена в экокоже ""крокодил"". В данной модели идеально сочетается фактура, размер и функциональность.  Есть задний карман на молнии, два вместительных боковых кармана. Внутри: карман на молнии, карман для мобильного телефона, вместительный карман-перегородка.Удобная, вместительная модель на каждый день, также подойдет для любого мероприятия, свидания или вечеринки.Габариты: ширина- 40; высота- 28; глубина- 16.";1 300 р.;13;https://olivi.su/catalog/zhenskie_sumki/620_sumka_zhenskaya/;https://olivi.su/upload/iblock/a32/a32a92a4efdc6fa9ff6c8249ea2e25b6.jpg;"борд.крок.;син.рептил."
619 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Средняя, Ручки: Длинные, Форма жесткости: Мягкая, Количество отделений: 1; Сумка женская Оливи, мягкая на одной ручке.Одно отделение на молнии. Задняя стенка: карман на молнии.Внутри: карман на молнии, открытый карман, карман для мобильного телефона. Габариты: ширина- 32; высота- 26; глубина- 9";1 060 р.;13;https://olivi.su/catalog/zhenskie_sumki/619_sumka_zhenskaya/;https://olivi.su/upload/iblock/8fa/8fab6427de96f61fa2d2fbeb56673930.jpg;"борд.мат.крок.;кор.рептил.;син.джинс."
618/1 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Отсутствует; Размер: Маленькая, Ручки: Длинные, Форма жесткости: Полужесткая, Количество отделений: 1; Модель в стиле «глэм-шик». Необычный дизайн дает этой модели право выглядеть в руках своей обладательницы как настоящее украшение, которое можно использовать в любых образах, а тонкий ремешок делает ее еще более легкой и изящной.Сумка женская на заплечном ремне. Одно отделение с клапаном на потайной магнитной кнопке, без подкладки. Габариты: ширина- 19; высота- 13; глубина- 7,5.";570 р.;13;https://olivi.su/catalog/zhenskie_sumki/618_1_sumka_zhenskaya/;https://olivi.su/upload/iblock/633/633de325901c7f85a5bf41966c667973.jpg;"борд.крок.;зелен.мат.крок.;кор.свет.репт.;серебр.рептил.;син.крок.;чер.мат.крок."
617 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Формат А4: Да, Размер: Средняя, Ручки: Длинные, Форма жесткости: Мягкая, Количество отделений: 1; Сумка женская Оливи, мягкая на одной ручке. Формат А4.Одно отделение на молнии. Задняя стенка: карман на молнии. Внутри: два кармана на молнии, вместительный карман-перегородка, карман для мелочей, съемная визитница. Габариты: ширина- 32; высота- 33; глубина- 12.";1 130 р.;13;https://olivi.su/catalog/zhenskie_sumki/617_sumka_zhenskaya/;https://olivi.su/upload/iblock/ebe/ebeee17a4d3a719c9a95b4c0dd6df0c5.jpg;"беж.тем.;бел.полос.;син.джинс."
616 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Средняя, Ручки: Средние, Форма жесткости: Мягкая, Количество отделений: 2; Сумка женская Оливи, мягкая на одной ручке. Два отделения на молнии. Задняя стенка: карман на молнии. Два боковых кармана на магнитной кнопке. Внутри: карман на молнии, открытый карман, карман для мобильного телефона. Габариты: ширина- 32; высота- 26; глубина- 14.";1 100 р.;13;https://olivi.su/catalog/zhenskie_sumki/616_sumka_zhenskaya/;https://olivi.su/upload/iblock/29b/29babe206a55f3e56312d1670b0c64cf.jpg;"бордо;кор.;чер."
615 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Формат А4: Да, Размер: Большая, Ручки: Длинные, Форма жесткости: Мягкая, Количество отделений: 1; Сумка женская Оливи, мягкая на одной ручке.Формат А4.Одно отделение на молнии. Задняя стенка: карман на молнии. Передняя стенка: карман на магнитной кнопке. Внутри: карман на молнии, вместительный открытый карман. Габариты: ширина- 38; высота- 31; глубина- 15,5.";1 070 р.;13;https://olivi.su/catalog/zhenskie_sumki/615_sumka_zhenskaya/;https://olivi.su/upload/iblock/d31/d3196cf9f0c37b182981cfb783daf424.jpg;"бордо;капучино;шок.;син.джинс."
614 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Формат А4: Да, Размер: Средняя, Ручки: Короткие, Форма жесткости: Мягкая, Количество отделений: 1; Сумка женская Оливи, мягкая на двух ручках и регулируемом ручкоремне. Формат А4. Одно отделение на молнии. Задняя стенка: карман на молнии.  Внутри: открытый карман, карман для мобильного телефона. Габариты: ширина- 33; высота- 34; глубина- 3.";1 130 р.;13;https://olivi.su/catalog/zhenskie_sumki/614_sumka_zhenskaya/;https://olivi.su/upload/iblock/53d/53d2bd682c5c15302df2fe11f6ac80c7.jpg;"зелен./чер.;шок./рыж.;син./сер."
613 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Формат А4: Да, Размер: Большая, Ручки: Короткие, Форма жесткости: Жесткая, Количество отделений: 2; Сумка женская Оливи, жесткая на двух ручках и декоративном ручкоремне. Формат А4.Два отделения на молнии. Задняя стенка: карман на молнии.Внутри: карман на молнии, открытый карман, карман для мобильного телефона.Габариты: ширина- 33; высота- 24; глубина- 12.";1 160 р.;13;https://olivi.su/catalog/zhenskie_sumki/613_sumka_zhenskaya/;https://olivi.su/upload/iblock/6e4/6e47a5b646f80f0cde004b7f3ad359a2.jpg;"беж.тем.;шок.;сер.;син.;чер."
612 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Формат А4: Да, Размер: Большая, Ручки: Длинные, Форма жесткости: Жесткая, Количество отделений: 2; Сумка женская Оливи, жесткая на двух ручках. Формат А4.Два отделения на молнии. Задняя стенка: карман на молнии.Внутри: карман на молнии, открытый карман, карман для мобильного телефона.Габариты: ширина- 33; высота- 24; глубина- 12.";1 100 р.;13;https://olivi.su/catalog/zhenskie_sumki/612_sumka_zhenskaya/;https://olivi.su/upload/iblock/3b8/3b832f07df02fd9e55e9263fed4ea356.jpg;"бордо;чер./зебра;кор.крек;кор.борд.;сер.свет.;чер./сер.репт."
610 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Средняя, Ручки: Средние, Форма жесткости: Полужесткая, Количество отделений: 2; Сумка женская Оливи, полужесткая на двух ручках и регулируемом ручкоремне.Два отделения на молнии. На передней стенке карман на молнии с клапаном. Задняя стенка: карман на молнии.Внутри: открытый карман, карман на молнии, карман для мобильного телефона.Габариты: ширина- 30; высота- 22; глубина- 13.";1 300 р.;13;https://olivi.su/catalog/zhenskie_sumki/610_sumka_zhenskaya/;https://olivi.su/upload/iblock/276/276d509514c58adea2eb979846ea7bf2.jpg;"беж.;вишнев.;сер.свет.;сер./син."
609 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Маленькая, Ручки: Средние, Форма жесткости: Мягкая, Количество отделений: 1; Клатч женский Оливи, мягкий на цепочке. Одно отделение на молнии. Внутри: карман на молнии.Габариты: ширина- 21; высота- 13; глубина- 4,5.";560 р.;13;https://olivi.su/catalog/zhenskie_sumki/609_sumka_zhenskaya/;https://olivi.su/upload/iblock/28f/28f15114de207dace1fd740d1cb9a036.jpg;"лаванда;горчич.;бронз.;кор.узоры(замш.);красн.;син.;чер."
608 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Формат А4: Да, Размер: Средняя, Ручки: Длинные, Форма жесткости: Мягкая, Количество отделений: 1; Сумка женская Оливи, мягкая на одной ручке. Формат А4. Одно отделение на молнии. Задняя стенка: карман на молнии.  Внутри: карман на молнии, открытый карман, карман для мобильного телефона. Габариты: ширина- 31; высота- 34; глубина- 4.";1 130 р.;13;https://olivi.su/catalog/zhenskie_sumki/608_sumka_zhenskaya/;https://olivi.su/upload/iblock/77c/77c0615417ffe1af7c95e6cc8ae8652f.jpg;"лаванда джинс.;кор.крек;син.джинс."
607 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Средняя, Ручки: Средние, Форма жесткости: Полужесткая, Количество отделений: 3; Сумка женская Оливи, полужесткая на двух ручках и регулируемом ручкоремне.Одно отделения на молнии и 2 дополнительных открытых отделения.Внутри: карман на молнии, карман для мобильного телефона, карман-перегородка.Габариты: ширина-32; высота-21; глубина-12,5.";1 150 р.;13;https://olivi.su/catalog/zhenskie_sumki/607_sumka_zhenskaya/;https://olivi.su/upload/iblock/41a/41ac010393a4f96739d3c4f302deb112.jpg;"сер./шок.;чер."
606 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Средняя, Ручки: Короткие, Форма жесткости: Полужесткая, Количество отделений: 1; Сумка женская Оливи, полужесткая на одной ручке и регулируемом ручкоремне.Одно отделение на молнии с клапаном. Задняя стенка: карман на молнии.Внутри: открытый карман, карман на молнии, карман для мобильного телефона.Габариты: ширина- 22; высота- 18; глубина- 11.";1 190 р.;13;https://olivi.su/catalog/zhenskie_sumki/606_sumka_zhenskaya/;https://olivi.su/upload/iblock/317/317906d1a7501ffd8475a12aad789f43.jpg;"сер.кор./беж.;вишнев./лаванда;зелен.;кофе;кор.борд.;розов.;чер./сер."
605 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Средняя, Ручки: Длинные, Форма жесткости: Мягкая, Количество отделений: 3; Сумка женская Оливи, мягкая на двух ручках.Три отделения на молнии. Задняя стенка: карман на молнии.Внутри: карман на молнии, карман для мобильного телефона.Габариты: ширина-33; высота-25; глубина-16";1 230 р.;13;https://olivi.su/catalog/zhenskie_sumki/605_sumka_zhenskaya/;https://olivi.su/upload/iblock/586/58649a95bafcf7711f4e5f5ffb578a48.jpg;"чер./зебра;кор.крек;сер.;сер.свет."
603 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Средняя, Ручки: Средние, Форма жесткости: Полужесткая, Количество отделений: 1; Сумка женская Оливи, полужесткая на двух ручках. Одно отделение на молнии. Задняя стенка: карман на молнии. Внутри: карман на молнии и карман для мобильного телефона.Габариты: ширина- 30; высота- 20; глубина- 13,5.";1 110 р.;13;https://olivi.su/catalog/zhenskie_sumki/603_sumka_zhenskaya/;https://olivi.su/upload/iblock/054/054b34f024b0f6e77d1e855ec09417ca.jpg;"беж.крок.;вишнев.мат.крок.;зелен.рептил.лак.;сер.свет.крок.;сер.рептил.;чер.мат.крок."
602 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Формат А4: Да, Размер: Большая, Ручки: Средние, Форма жесткости: Полужесткая, Количество отделений: 1; Сумка женская Оливи, полужесткая на двух ручках. Формат А4.Одно отделение на молнии. Задняя стенка: карман на молнии. Внутри: карман на молнии и карман для мобильного телефона.Габариты: ширина- 36; высота- 25; глубина- 16.";1 200 р.;13;https://olivi.su/catalog/zhenskie_sumki/602_sumka_zhenskaya/;https://olivi.su/upload/iblock/199/19911a87b835d04dee5fa61d6d855c26.jpg;"борд.рептил.лак.;фиолет.рептилия"
601 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Средняя, Ручки: Короткие, Форма жесткости: Жесткая, Количество отделений: 1; Сумка женская Оливи, жесткая на одной ручке и регулируемом заплечном ремне на пряжке. Одно отделение на молнии с клапаном.Внутри: карман на молнии и карман для мобильного телефона.Габариты: ширина- 20; высота- 12; глубина- 11.";900 р.;13;https://olivi.su/catalog/zhenskie_sumki/601_sumka_zhenskaya/;https://olivi.su/upload/iblock/c67/c67c016a8cb1f963878f3fc56a9443f1.jpg;"зелен.метал.;шок.;син.метал.;чер."
599 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Формат А4: Да, Размер: Средняя, Ручки: Средние, Форма жесткости: Мягкая, Количество отделений: 1; Сумка женская Оливи, мягкая на двух ручках и регулируемом ручко-ремне. Формат А4. Одно отделение на молнии. Задняя стенка: карман на молнии. Внутри: карман на молнии, карман для мобильного телефона, вместительный карман-перегородка. Габариты: ширина- 35; высота- 25; глубина- 10.";1 190 р.;13;https://olivi.su/catalog/zhenskie_sumki/599_sumka_zhenskaya/;https://olivi.su/upload/iblock/fa7/fa7aef9fce2af8a192e494b8bf276ca4.jpg;"зелен.;чер."
598 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Средняя, Ручки: Средние, Форма жесткости: Мягкая, Количество отделений: 3; Сумка женская Оливи, мягкая на двух ручках. Три отделения на молнии, без подкладки. Внутри: карман на молнии, открытый карман. Габариты: ширина- 34; высота- 23; глубина- 13.";1 080 р.;13;https://olivi.su/catalog/zhenskie_sumki/598_sumka_zhenskaya/;https://olivi.su/upload/iblock/7bb/7bb58556833331b13551a4dd9050fc8f.jpg;"кор.;сер.;син."
597 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Формат А4: Да, Размер: Средняя, Ручки: Короткие, Форма жесткости: Мягкая, Количество отделений: 3; Сумка женская Оливи, мягкая на двух ручках. Формат А4.Три отделения на молнии. Задняя стенка: карман на молнии. Внутри: карман на молнии, открытый карман, карман для мобильного телефона. Габариты: ширина- 33; высота- 24; глубина- 12.";1 180 р.;13;https://olivi.su/catalog/zhenskie_sumki/597_sumka_zhenskaya/;https://olivi.su/upload/iblock/86d/86d50f67ebd55a360841ad5738bf6de9.jpg;"чер./цветн.;чер./сер.;шок.страус;син.рептил."
596 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Формат А4: Да, Размер: Средняя, Ручки: Короткие, Форма жесткости: Мягкая, Количество отделений: 1; Сумка женская Оливи, мягкая на двух ручках. Формат А4.Одно отделение на молнии. Задняя стенка: карман на молнии. Внутри: карман на молнии, карман для мобильного телефона, вместительный карман-перегородка.Декоративный кошелёк.Габариты: ширина- 30; высота- 24; глубина- 16.";1 130 р.;13;https://olivi.su/catalog/zhenskie_sumki/596_sumka_zhenskaya/;https://olivi.su/upload/iblock/4e4/4e46fe5a8bf38a147cfef5d61ad7eccd.jpg;"беж.тем.;борд.метал.;лаванда;зелен.метал.;кор.свет.;кор.метал.;рыж.кор.;сер.;син.;чер."
593 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Формат А4: Да, Размер: Средняя, Ручки: Короткие, Форма жесткости: Жесткая, Количество отделений: 1; Сумка женская Оливи, жесткая на двух ручках и регулируемом ручкоремне. Формат А4. Одно отделение на молнии. Задняя стенка: карман на молнии. Внутри:открытый карман, карман на молнии, карман для мобильного телефона, вместительный карман-перегородка. Габариты: ширина- 35; высота- 23; глубина- 13.";1 140 р.;13;https://olivi.su/catalog/zhenskie_sumki/593_sumka_zhenskaya/;https://olivi.su/upload/iblock/9ce/9ce7b9710cc1dad63c4521f91d1db7de.jpg https://olivi.su/upload/iblock/920/9208b368b63d22949ae912d81b524247.jpg https://olivi.su/upload/iblock/977/9778738affd5febb128f129058a65236.jpg https://olivi.su/upload/iblock/fcc/fcc946c22721d35f46dc8245680e7cbc.jpg https://olivi.su/upload/iblock/156/15662ca0d987f3d4e6f55d56f8451234.jpg https://olivi.su/upload/iblock/3cd/3cd0e91c6b2e1e1783ac33b799d26496.jpg https://olivi.su/upload/iblock/c4a/c4a3c4d9bbb7147f835ba3daa5fcb902.jpg https://olivi.su/upload/iblock/0df/0df526dbfd9e53a868c397035599547f.jpg https://olivi.su/upload/iblock/fb7/fb718a7d245dd593bc50b65c592e1242.jpg https://olivi.su/upload/iblock/417/41763b1b56607b7da0fddf02e19e0661.jpg https://olivi.su/upload/iblock/ed6/ed6540705820889629185a01dd16324e.jpg https://olivi.su/upload/iblock/6ee/6ee2f736b2e8dbb4a2f4bed45179549b.jpg https://olivi.su/upload/iblock/3ae/3aeaba50574ecc50188cce462b6329f4.jpg https://olivi.su/upload/iblock/a9a/a9aca63e1bfbdae027107be751628cae.jpg ;"беж.;бордо;шок.;сер.кор.;чер."
592 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Маленькая, Ручки: Короткие, Форма жесткости: Полужесткая, Количество отделений: 2; Сумка женская Оливи, полужесткая на двух ручках и регулируемом ручкоремне. Два отделения на молнии. Задняя стенка: карман на молнии. Внутри:  открытый карман, карман на молнии, карман для мобильного телефона. Габариты: ширина- 30; высота- 21; глубина- 10.";1 170 р.;13;https://olivi.su/catalog/zhenskie_sumki/592_sumka_zhenskaya/;https://olivi.su/upload/iblock/dc2/dc2a046caf0dbb5c4190167a00a1a8d6.jpg;"зебра;кор.тем.крок.;сер.рептил.;чер.мат.крок."
591 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Отсутствует; Размер: Маленькая, Ручки: Короткие, Форма жесткости: Мягкая, Количество отделений: 1; Сумка женская Оливи, мягкая на двух ручках и регулируемом ручкоремне. Сумка закрывается на молнию, без подкладки. Внутри - косметичка, которая закрывается на молнию. Косметичка имеет карман на молнии на задней стенке,  внутри карман на молнии, открытый карман, карман для мобильного телефона. Габариты: ширина- 25; высота- 19; глубина- 11.";1 180 р.;13;https://olivi.su/catalog/zhenskie_sumki/591_sumka_zhenskaya/;https://olivi.su/upload/iblock/617/617bed5f70b2f3a44d21cfe0ce1ad0b9.jpg;"зелен.мат.крок.;зебра;кор.;кор.джинс.;син.;чер.мат.крок."
590 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Формат А4: Да, Размер: Средняя, Ручки: Средние, Форма жесткости: Мягкая, Количество отделений: 1; Сумка женская Оливи, мягкая на двух ручках. Формат А4. Одно отделение на молнии. На передней стенке вместительный карман на молнии с двумя декоративными движками плюс два боковых кармана на молнии. Задняя стенка: карман на молнии.  Внутри: карман на молнии, открытый карман, карман для мобильного телефона. Габариты: ширина- 25; высота- 29; глубина- 16.";1 060 р.;13;https://olivi.su/catalog/zhenskie_sumki/590_sumka_zhenskaya/;https://olivi.su/upload/iblock/254/254759fc75670e0757f47de36de9f6b9.jpg;"рыж.кор.;чер."
588 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Средняя, Ручки: Средние, Форма жесткости: Мягкая, Количество отделений: 3; Сумка женская Оливи, мягкая на двух ручках. Три отделения.Одно на молнии, два на магнитной кнопке. На передней стенке карман на молнии. На задней стенке карман на молнии. Внутри: карман на молнии, открытый карман, карман для мобильного телефона. Габариты: ширина- 26; высота- 28; глубина- 10";1 170 р.;13;https://olivi.su/catalog/zhenskie_sumki/588_sumka_zhenskaya/;https://olivi.su/upload/iblock/e35/e35069d7cbb7a4eba779417ad2e61b09.jpg;"беж.тем.;лаванда;кор.крек;кор.свет.;шок.;розов.;син.;чер."
587 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Маленькая, Ручки: Короткие, Форма жесткости: Полужесткая, Количество отделений: 2; Сумка женская Оливи, полужесткая на двух ручках и регулируемом ручкоремне. Два отделения на молнии. Задняя стенка: карман на молнии. Внутри:  открытый карман, карман на молнии, карман для мобильного телефона. Габариты: ширина- 30; высота- 22; глубина- 10.";1 150 р.;13;https://olivi.su/catalog/zhenskie_sumki/587_sumka_zhenskaya/;https://olivi.su/upload/iblock/c94/c947638ad842d1b5085b629b32343556.jpg;"вишнев.;зелен.;кор.крек;кор.свет.;красн.;сер.;син.метал.;чер."
580 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Формат А4: Да, Размер: Большая, Ручки: Средние, Форма жесткости: Жесткая, Количество отделений: 2; Сумка женская Оливи, жесткая на двух ручках и регулируемом ручкоремне. Формат А4.Два отделения на молнии. Задняя стенка: карман на молнии. Передняя стенка: два кармана на молнии с клапаном на магнитной кнопке.Внутри: карман на молнии, открытый карман, карман для мобильного телефона.Габариты: ширина- 33; высота- 25,5; глубина- 12.";1 220 р.;13;https://olivi.su/catalog/zhenskie_sumki/580_sumka_zhenskaya/;https://olivi.su/upload/iblock/0d8/0d8a02ed0aa333ec88abc0071aaaa844.jpg;"шок.;сер.;син.;чер."
578 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Формат А4: Да, Размер: Средняя, Ручки: Регулируемые, Форма жесткости: Мягкая, Количество отделений: 3; Сумка женская Оливи, мягкая на регулируемом ручко-ремне. Формат А4. Три отделения на молнии.Задняя стенка: карман на молнии. Внутри: карман на молнии, открытый карман, карман для мобильного телефона. Габариты: ширина- 32; высота- 26; глубина- 10";1 070 р.;13;https://olivi.su/catalog/zhenskie_sumki/578_sumka_zhenskaya/;https://olivi.su/upload/iblock/183/183634d845102125ad65746c69eaba62.jpg;кор.
577 Сумка-рюкзак;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Средняя, Ручки: Регулируемые, Форма жесткости: Мягкая, Количество отделений: 2; Сумка-рюкзак женская Оливи, мягкая на двух регулируемых ручках. Два отделение на молнии. Передняя стенка: карман на молнии. Внутри: карман на молнии, открытый карман, карман для мобильного телефона. Габариты: ширина- 31; высота- 27; глубина- 16.";1 160 р.;13;https://olivi.su/catalog/zhenskie_sumki/577_sumka_ryukzak/;https://olivi.su/upload/iblock/c8f/c8f8bd065fbbfa8a0122462c74c7cf04.jpg;"сер./чер.;кор.свет./шок.;сер.кор.;син.тем.рогожка;чер."
576 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Формат А4: Да, Размер: Средняя, Ручки: Короткие, Форма жесткости: Полужесткая, Количество отделений: 2; Сумка женская Оливи, полужесткая на двух ручках и регулируемом ручкоремне. Формат А4. Два отделения на молнии. Задняя стенка: карман на молнии. Внутри: карман на молнии,открытый карман, карман для мобильного телефона. Габариты: ширина- 32; высота- 24; глубина- 9.";1 110 р.;13;https://olivi.su/catalog/zhenskie_sumki/576_sumka_zhenskaya/;https://olivi.su/upload/iblock/b62/b62aeb490fa31313a3b8c72774f0d6c9.jpg;"кор./цветн.;чер./цветн.;чер./цветн.мат.;чер./кирпич.замш."
