наименование;описание;цена;орг %;ccылка на товар на сайте поставщика;ссылки на Фото;Вес
Конфеты Саянские росы вз;"Глазированные шоколадной глазурью конфеты со слегка жевательной консистенцией.СОСТАВ: сахар, шоколадная глазурь (сахар, какао тертое,  какао-порошок, эквивалент какао-масла, эмульгатор — лецитин соевый,  ароматизатор пищевой «Ванилин»),  патока, стабилизатор-мальтодекстрин, влагоудерживающий агент-пищевые волокна, желирующий агент — желатин, регулятор кислотности кислота лимонная,  ароматизатор пищевой «Гранат», красители пищевые: Е120, Е132.ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 3,0 г; ЖИРЫ – 8,0 г; УГЛЕВОДЫ –  73,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г:  360 ККАЛ/1500 кДж ГОСТ 4570УСЛОВИЯ ХРАНЕНИЯ: Хранить в сухом прохладном месте при температуре воздуха (18±3)С и относительной влажности воздуха не более 75%,  избегать попадания  прямых солнечных лучей.";159.80 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848205;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/471686a5b424fb98fc72cf3247d63974.jpg;500
Конфеты Саянские росы 0.2 фас;"Глазированные шоколадной глазурью конфеты со слегка жевательной консистенцией.СОСТАВ: сахар, шоколадная глазурь (сахар, какао тертое,  какао-порошок, эквивалент какао-масла, эмульгатор — лецитин соевый,  ароматизатор пищевой «Ванилин»),  патока, стабилизатор-мальтодекстрин, влагоудерживающий агент-пищевые волокна, желирующий агент — желатин, регулятор кислотности кислота лимонная,  ароматизатор пищевой «Гранат», красители пищевые: Е120, Е132.ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 3,0 г; ЖИРЫ – 8,0 г; УГЛЕВОДЫ –  73,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г:  360 ККАЛ/1500 кДж ГОСТ 4570УСЛОВИЯ ХРАНЕНИЯ: Хранить в сухом прохладном месте при температуре воздуха (18±3)С и относительной влажности воздуха не более 75%,  избегать попадания  прямых солнечных лучей.";67.83 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848204;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/f92b2324f5300667acdca8214b00fc1d.jpg;200
Конфеты Саянские озера 2.0 вз г-к;"Глазированные шоколадной глазурью конфеты с фруктовой начинкой со вкусом черники.СОСТАВ: сахар, шоколадная глазурь (сахар, какао тертое,  какао-порошок, эквивалент какао-масла, эмульгатор — лецитин соевый,  ароматизатор пищевой «Ванилин»), подварка фруктово-ягодная, патока, желирующий агент — пектин, регуляторы кислотности: кислота лимонная, фосфаты натрия;  ароматизатор пищевой «Черника», красители пищевые: Е120, Е132.ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 1,0 г; ЖИРЫ – 7,0 г; УГЛЕВОДЫ –  72,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г:  350 ККАЛ/1460 кДж ГОСТ 4570УСЛОВИЯ ХРАНЕНИЯ: Хранить в сухом прохладном месте при температуре воздуха (18±3)С и относительной влажности воздуха не более 75%,  избегать попадания  прямых солнечных лучей.";156.95 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848202;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/3a9720a8cd5e3b6baea89741b4639b20.jpg;500
Конфеты Саянские озера 0.2 фас;"Глазированные шоколадной глазурью конфеты с фруктовой начинкой со вкусом черники.СОСТАВ: сахар, шоколадная глазурь (сахар, какао тертое,  какао-порошок, эквивалент какао-масла, эмульгатор — лецитин соевый,  ароматизатор пищевой «Ванилин»), подварка фруктово-ягодная, патока, желирующий агент — пектин, регуляторы кислотности: кислота лимонная, фосфаты натрия;  ароматизатор пищевой «Черника», красители пищевые: Е120, Е132.ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 1,0 г; ЖИРЫ – 7,0 г; УГЛЕВОДЫ –  72,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г:  350 ККАЛ/1460 кДж ГОСТ 4570УСЛОВИЯ ХРАНЕНИЯ: Хранить в сухом прохладном месте при температуре воздуха (18±3)С и относительной влажности воздуха не более 75%,  избегать попадания  прямых солнечных лучей.";65.10 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848201;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/1823532d222f7750ea9ea1cf98fa23a1.jpg;200
Конфеты Саянские абрикосы 0.2 фас;картинка не соответствует;30.70 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848200;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/4b85dfb335d91b2e55a95587ef55a7cf.jpg;200
Конфеты Шоколадные берега 1 вз;;160.71 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848199;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/e824fab4b7f60d855e40f47b330e9ed5.jpg;500
Конфеты Саянские жарки 2.0 вз г-к;"Глазированные шоколадной глазурью конфеты с комбинированным корпусом. Корпус состоит из двух слоёв на основе молочной помады. СОСТАВ: сахар, шоколадная глазурь (сахар-песок, какао тертое, эквивалент масла какао, какао-порошок, эмульгатор — лецитин соевый, ароматизатор пищевой «Ванилин»), молоко сгущенное с сахаром, патока крахмальная, масло из коровьего молока, спирт этиловый пищевой, регулятор кислотности — кислота лимонная,  ароматизаторы пищевые: «Миндаль», «Бейлис»; краситель пищевой Е160b.ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ –  2,5 г; ЖИРЫ –  13,0 г; УГЛЕВОДЫ – 74,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г:   420 ККАЛ/1760 кДж ГОСТ 4570, ТР ТС 021/2011УСЛОВИЯ ХРАНЕНИЯ: Хранить в сухом прохладном месте при температуре воздуха (18±3)С и относительной влажности воздуха не более 75%,  избегать попадания  прямых солнечных лучей.";181.00 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848197;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/8d6e17d6af7fd4ac4f260cf0c3962cb7.jpg;500
Конфеты Мечта краскоши 2.0 вз г-к;"Конфеты глазированные шоколадной глазурью, прямоугольной формы. Корпус (начинка) изготовлен из молочной помады с добавлением какао порошка. « Изюминкой» конфеты является добавление измельченного чернослива,  предварительно выдержанного  в сахарном сиропе.  Конфета имеет нежный миндально-шоколадный вкус и аромат. Состав: сахар, молоко цельное сгущенное с сахаром, шоколадная глазурь, патока, фрукты рубленные из сиропа (чернослив,  какао порошок,  масло из коровьего молока, спирт этиловый пищевой,  ароматизатор «Миндаль».Пищевая ценность:белки 3,5г; жиры 11,0г; угливоды 71,0г.Энергетическая ценность  100г: 400 ккал./1670 кДж ГОСТ 4570, ТР ТС 021/2011УСЛОВИЯ ХРАНЕНИЯ: Хранить в сухом прохладном месте при температуре воздуха (18±3)С и относительной влажности воздуха не более 75%,  избегать попадания  прямых солнечных лучей.";102.60 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848194;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/791322a7fd8c47432020fbec54e9a443.jpg;500
Конфеты Машка в ромашках 2.0 вз г-к;"Глазированные шоколадной глазурью конфеты продолговатой формы с помадным корпусом на основе молочной помады крем-брюле с добавлением порошка какао и сливочного масла.СОСТАВ: сахар, молоко сгущенное с сахаром, шоколадная глазурь (сахар-песок, какао тертое,  какао-порошок, эквивалент масла какао, эмульгатор — лецитин соевый, ароматизатор пищевой «Ванилин»), патока, жир специального назначения,   какао-порошок, масло из коровьего молока, спирт этиловый пищевой,  ароматизаторы пищевые: «Коньяк с ромом», «Ромовая ваниль».ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 3,0г; ЖИРЫ – 15,0 г; УГЛЕВОДЫ – 69,0г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г:  430 ККАЛ/1800 кДж ГОСТ 4570, ТР ТС 021/2011УСЛОВИЯ ХРАНЕНИЯ: Хранить в сухом прохладном месте при температуре воздуха (18±3)С и относительной влажности воздуха не более 75%,  избегать попадания  прямых солнечных лучей.";109.86 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848193;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/e3e5d1b049e7740970e45c6ebf5e44fa.jpg;500
Конфеты Машка в ромашках 0.2 фас;"Глазированные шоколадной глазурью конфеты продолговатой формы с помадным корпусом на основе молочной помады крем-брюле с добавлением порошка какао и сливочного масла.СОСТАВ: сахар, молоко сгущенное с сахаром, шоколадная глазурь (сахар-песок, какао тертое,  какао-порошок, эквивалент масла какао, эмульгатор — лецитин соевый, ароматизатор пищевой «Ванилин»), патока, жир специального назначения,   какао-порошок, масло из коровьего молока, спирт этиловый пищевой,  ароматизаторы пищевые: «Коньяк с ромом», «Ромовая ваниль».ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 3,0г; ЖИРЫ – 15,0 г; УГЛЕВОДЫ – 69,0г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г:  430 ККАЛ/1800 кДж ГОСТ 4570, ТР ТС 021/2011УСЛОВИЯ ХРАНЕНИЯ: Хранить в сухом прохладном месте при температуре воздуха (18±3)С и относительной влажности воздуха не более 75%,  избегать попадания  прямых солнечных лучей.";46.10 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848192;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/716c95b5d6a4a2324c89d5b2f7fbcbcd.jpg;200
Конфеты Краскоша пилотный 2.0 вз г-к;"Глазированные шоколадной глазурью конфеты прямоугольной формы. Корпус - сахарная помада с добавлением цитрусовой подварки.СОСТАВ: сахар, шоколадная глазурь (сахар-песок, какао тертое,  какао-порошок, эквивалент масла какао, эмульгатор — лецитин соевый, ароматизатор пищевой «Ванилин»), патока, пюре цитрусовое, спирт этиловый пищевой,  регулятор кислотности - кислота лимонная, ароматизатор пищевой  «Ананасовый».ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 1,0 г; ЖИРЫ – 7,0 г; УГЛЕВОДЫ – 83,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г: 390 ККАЛ/1630 кДж ГОСТ 4570, ТР ТС 021/2011УСЛОВИЯ ХРАНЕНИЯ: Хранить в сухом прохладном месте при температуре воздуха (18±3)С и относительной влажности воздуха не более 75%,  избегать попадания  прямых солнечных лучей.";95.20 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848191;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/a7210de8a16d7e74c1aa433733aa2c85.jpg;500
Конфеты Краскоша пилотный 0.2 фас;"Глазированные шоколадной глазурью конфеты прямоугольной формы. Корпус - сахарная помада с добавлением цитрусовой подварки.СОСТАВ: сахар, шоколадная глазурь (сахар-песок, какао тертое,  какао-порошок, эквивалент масла какао, эмульгатор — лецитин соевый, ароматизатор пищевой «Ванилин»), патока, пюре цитрусовое, спирт этиловый пищевой,  регулятор кислотности - кислота лимонная, ароматизатор пищевой  «Ананасовый».ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 1,0 г; ЖИРЫ – 7,0 г; УГЛЕВОДЫ – 83,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г: 390 ККАЛ/1630 кДж ГОСТ 4570, ТР ТС 021/2011УСЛОВИЯ ХРАНЕНИЯ: Хранить в сухом прохладном месте при температуре воздуха (18±3)С и относительной влажности воздуха не более 75%,  избегать попадания  прямых";39.60 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848190;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/18a728c580184345e74e6ad557f6cd1f.jpg;200
Конфеты Краскоша любит загадки 2.0 вз г-к;"Глазированные шоколадной глазурью конфеты прямоугольной формы. Корпус - молочная помада с добавлением цитрусовой подварки и тёртого ореха. СОСТАВ: сахар шоколадная глазурь (сахар-песок, какао тертое,  какао-порошок, эквивалент масла какао, эмульгатор — лецитин соевый, ароматизатор пищевой «Ванилин»), молоко сгущенное с сахаром, патока, какао тертое, пюре цитрусовое, ядро ореха фундука жареное тертое, спирт этиловый пищевой, ароматизатор пищевой «Цитрусовый».ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 3,0 г; ЖИРЫ – 11,0 г; УГЛЕВОДЫ – 74,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г:  410 ККАЛ/1720 кДж ГОСТ 4570, ТР ТС 021/2011УСЛОВИЯ ХРАНЕНИЯ: Хранить в сухом прохладном месте при температуре воздуха (18±3)С и относительной влажности воздуха не более 75%,  избегать попадания  прямых солнечных лучей.";108.30 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848189;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/80d10996bf7bea0faff9a22a802147fc.jpg;500
Конфеты Краскоша любит загадки 0.2 фас;"Глазированные шоколадной глазурью конфеты прямоугольной формы. Корпус - молочная помада с добавлением цитрусовой подварки и тёртого ореха. СОСТАВ: сахар шоколадная глазурь (сахар-песок, какао тертое,  какао-порошок, эквивалент масла какао, эмульгатор — лецитин соевый, ароматизатор пищевой «Ванилин»), молоко сгущенное с сахаром, патока, какао тертое, пюре цитрусовое, ядро ореха фундука жареное тертое, спирт этиловый пищевой, ароматизатор пищевой «Цитрусовый».ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 3,0 г; ЖИРЫ – 11,0 г; УГЛЕВОДЫ – 74,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г:  410 ККАЛ/1720 кДж ГОСТ 4570, ТР ТС 021/2011УСЛОВИЯ ХРАНЕНИЯ: Хранить в сухом прохладном месте при температуре воздуха (18±3)С и относительной влажности воздуха не более 75%,  избегать попадания  прямых солнечных лучей.";48.14 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848188;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/98434f999d2bf131e2d89955ce81317e.jpg;200
Конфеты Краскоша любимый 2.0 вз г-к;"Глазированные шоколадной глазурью конфеты с помадным корпусом на основе молочной помады с добавлением шоколадной глазури.СОСТАВ: сахар, шоколадная глазурь (сахар-песок, какао тертое, какао-порошок, эквивалент масла какао, эмульгатор — лецитин соевый, ароматизатор пищевой «Ванилин»), молоко сгущенное с сахаром, патока, жир специального назначения, спирт этиловый пищевой, регулятор кислотности - кислота лимонная, ароматизаторы пищевые: «Ванильно-сливочный», «Ромовый».ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 3,0 г; ЖИРЫ – 14,0 г; УГЛЕВОДЫ – 71,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г:  420 ККАЛ/1760 кДж ГОСТ 4570, ТР ТС 021/2011 УСЛОВИЯ ХРАНЕНИЯ: Хранить в сухом прохладном месте при температуре воздуха (18±3)С и относительной влажности воздуха не более 75%,  избегать попадания  прямых солнечных лучей.";119.09 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848187;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/9561618feb02a1ceba4e0ce5ee2f5a64.jpg;500
Конфеты Краскоша любимый 0.2 фас;"Глазированные шоколадной глазурью конфеты с помадным корпусом на основе молочной помады с добавлением шоколадной глазури.СОСТАВ: сахар, шоколадная глазурь (сахар-песок, какао тертое, какао-порошок, эквивалент масла какао, эмульгатор — лецитин соевый, ароматизатор пищевой «Ванилин»), молоко сгущенное с сахаром, патока, жир специального назначения, спирт этиловый пищевой, регулятор кислотности - кислота лимонная, ароматизаторы пищевые: «Ванильно-сливочный», «Ромовый».ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 3,0 г; ЖИРЫ – 14,0 г; УГЛЕВОДЫ – 71,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г:  420 ККАЛ/1760 кДж ГОСТ 4570, ТР ТС 021/2011 УСЛОВИЯ ХРАНЕНИЯ: Хранить в сухом прохладном месте при температуре воздуха (18±3)С и относительной влажности воздуха не более 75%,  избегать попадания  прямых солнечных лучей.";48.76 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848186;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/2f1645f4e669d17264d61045a139f823.jpg;200
Конфеты Краскоша забавный 2.0 вз г-к;"Глазированные шоколадной глазурью конфеты с помадным корпусом. Корпус выполнен на основе молочной помады. СОСТАВ: сахар,  молоко сгущенное с сахаром, шоколадная глазурь (сахар-песок, какао тертое, какао-порошок, эквивалент масла какао, эмульгатор — лецитин соевый, ароматизатор пищевой «Ванилин»), патока, какао-порошок, спирт этиловый пищевой,  ароматизатор пищевой «Сливки»ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 3,0 г; ЖИРЫ – 11,0 г; УГЛЕВОДЫ – 74,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г:  400 ККАЛ/1670 кДж ГОСТ 4570, ТР ТС 021/2011УСЛОВИЯ ХРАНЕНИЯ: Хранить в сухом прохладном месте при температуре воздуха (18±3)С и относительной влажности воздуха не более 75%,  избегать попадания  прямых солнечных лучей.";101.00 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848184;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/a9e1a78ef5231d81e6b9cfafe543d7d7.jpg;500
Конфеты Краскоша забавный 0.2 фас;"Глазированные шоколадной глазурью конфеты с помадным корпусом. Корпус выполнен на основе молочной помады. СОСТАВ: сахар,  молоко сгущенное с сахаром, шоколадная глазурь (сахар-песок, какао тертое, какао-порошок, эквивалент масла какао, эмульгатор — лецитин соевый, ароматизатор пищевой «Ванилин»), патока, какао-порошок, спирт этиловый пищевой,  ароматизатор пищевой «Сливки»ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 3,0 г; ЖИРЫ – 11,0 г; УГЛЕВОДЫ – 74,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г:  400 ККАЛ/1670 кДж ГОСТ 4570, ТР ТС 021/2011УСЛОВИЯ ХРАНЕНИЯ: Хранить в сухом прохладном месте при температуре воздуха (18±3)С и относительной влажности воздуха не более 75%,  избегать попадания  прямых солнечных лучей.";45.20 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848183;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/45abd6c481d2a1b6edb659eb25c7a3a6.jpg;200
Конфеты Краскоша друг буревестника 2.0 вз г-к;"Конфеты глазированные шоколадной глазурью продолговатой прямоугольной формы. Корпус представлен нежной молочной помадой с добавлением натурального сливочного масла, имеет выраженный  аромат ванили и сливок.СОСТАВ: сахар,  молоко сгущенное с сахаром, шоколадная глазурь (сахар-песок, какао тертое,  какао-порошок, эквивалент масла какао, эмульгатор — лецитин соевый, ароматизатор пищевой «Ванилин»), патока, масло из коровьего молока, спирт этиловый пищевой, ароматизатор пищевой «Ванилин».ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 2,0 г; ЖИРЫ – 11,0 г; УГЛЕВОДЫ – 76,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г:  410 ККАЛ/1720 кДж ГОСТ 4570, ТР ТС 021/2011УСЛОВИЯ ХРАНЕНИЯ: Хранить в сухом прохладном месте при температуре воздуха (18±3)С и относительной влажности воздуха не более 75%,  избегать попадания  прямых солнечных лучей.";104.71 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848182;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/a248d4c909bc40583ab9ef2ac00e64ac.jpg;500
Конфеты Краскоша друг буревестника 0.2 фас;"Конфеты глазированные шоколадной глазурью продолговатой прямоугольной формы. Корпус представлен нежной молочной помадой с добавлением натурального сливочного масла, имеет выраженный  аромат ванили и сливок.СОСТАВ: сахар,  молоко сгущенное с сахаром, шоколадная глазурь (сахар-песок, какао тертое,  какао-порошок, эквивалент масла какао, эмульгатор — лецитин соевый, ароматизатор пищевой «Ванилин»), патока, масло из коровьего молока, спирт этиловый пищевой, ароматизатор пищевой «Ванилин».ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 2,0 г; ЖИРЫ – 11,0 г; УГЛЕВОДЫ – 76,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г:  410 ККАЛ/1720 кДж ГОСТ 4570, ТР ТС 021/2011УСЛОВИЯ ХРАНЕНИЯ: Хранить в сухом прохладном месте при температуре воздуха (18±3)С и относительной влажности воздуха не более 75%,  избегать попадания  прямых солнечных лучей.";43.56 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848181;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/6f7316feecbbf2569d619c54436a3673.jpg;200
Конфеты Краскоша вечерком 2.0 вз г-к;"Глазированные шоколадной глазурью конфеты продолговатой прямоугольной формы. Корпус состоит из помадной массы крем – брюле с добавлением шоколадной глазури, спирта, а также добавление сюда же сухого молока смягчает и придаёт конфете классический мягкий и одновременно ярко-выраженный шоколадно-молочный аромат и вкус.СОСТАВ: сахар, шоколадная глазурь (сахар-песок, какао тертое, какао-порошок, эквивалент масла какао, эмульгатор — лецитин соевый, ароматизатор пищевой «Ванилин»), молоко сгущенное с сахаром, патока, жир специального назначения,  спирт этиловый пищевой, какао-порошок, молоко сухое цельное, ароматизаторы пищевые: ""Коньячный"",  «Тоффи шоколадный».ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 3,5 г; ЖИРЫ – 16,0 г; УГЛЕВОДЫ – 67,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г:  430 ККАЛ/1800 кДж ГОСТ 4570, ТР ТС 021/2011УСЛОВИЯ ХРАНЕНИЯ: Хранить в сухом прохладном месте при температуре воздуха (18±3)С и относительной влажности воздуха не более 75%,  избегать попадания  прямых солнечных лучей.";131.48 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848180;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/0362a9d9a1af15b5ae26c0c64139a5fa.jpg;500
Конфеты Краскоша вечерком 0.2 фас;"Глазированные шоколадной глазурью конфеты продолговатой прямоугольной формы. Корпус состоит из помадной массы крем – брюле с добавлением шоколадной глазури, спирта, а также добавление сюда же сухого молока смягчает и придаёт конфете классический мягкий и одновременно ярко-выраженный шоколадно-молочный аромат и вкус.СОСТАВ: сахар, шоколадная глазурь (сахар-песок, какао тертое, какао-порошок, эквивалент масла какао, эмульгатор — лецитин соевый, ароматизатор пищевой «Ванилин»), молоко сгущенное с сахаром, патока, жир специального назначения,  спирт этиловый пищевой, какао-порошок, молоко сухое цельное, ароматизаторы пищевые: ""Коньячный"",  «Тоффи шоколадный».ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 3,5 г; ЖИРЫ – 16,0 г; УГЛЕВОДЫ – 67,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г:  430 ККАЛ/1800 кДж ГОСТ 4570, ТР ТС 021/2011УСЛОВИЯ ХРАНЕНИЯ: Хранить в сухом прохладном месте при температуре воздуха (18±3)С и относительной влажности воздуха не более 75%,  избегать попадания  прямых солнечных лучей.";57.51 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848179;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/fa1b9fb08069125d5786273835fcacf6.jpg;200
Конфеты Ворокуша 2.0 вз г-к;"Глазированные шоколадной глазурью конфеты с помадным корпусом на основе помады крем-брюле. Производятся с добавлением цитрусового пюре.СОСТАВ: сахар, молоко сгущенное с сахаром, шоколадная глазурь (сахар-песок, какао тертое, какао-порошок, эквивалент масла какао, эмульгатор — лецитин соевый, ароматизатор пищевой «Ванилин»), патока, пюре  цитрусовое, какао-порошок, жир специального назначения, ароматизаторы пищевые:  «Цитрусовый», «Сливки».ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 2,5 г; ЖИРЫ – 9,0 г; УГЛЕВОДЫ – 77,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г:  400 ККАЛ/1670 кДж ГОСТ 4570, ТР ТС 021/2011УСЛОВИЯ ХРАНЕНИЯ: Хранить в сухом прохладном месте при температуре воздуха (18±3)С и относительной влажности воздуха не более 75%,  избегать попадания  прямых солнечных лучей.";101.00 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848177;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/dfb75dc0f71323d4b1d35285b82b93d5.jpg;500
Конфеты Ворокуша 0.2 фас;"Глазированные шоколадной глазурью конфеты с помадным корпусом на основе помады крем-брюле. Производятся с добавлением цитрусового пюре.СОСТАВ: сахар, молоко сгущенное с сахаром, шоколадная глазурь (сахар-песок, какао тертое, какао-порошок, эквивалент масла какао, эмульгатор — лецитин соевый, ароматизатор пищевой «Ванилин»), патока, пюре  цитрусовое, какао-порошок, жир специального назначения, ароматизаторы пищевые:  «Цитрусовый», «Сливки».ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 2,5 г; ЖИРЫ – 9,0 г; УГЛЕВОДЫ – 77,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г:  400 ККАЛ/1670 кДж ГОСТ 4570, ТР ТС 021/2011УСЛОВИЯ ХРАНЕНИЯ: Хранить в сухом прохладном месте при температуре воздуха (18±3)С и относительной влажности воздуха не более 75%,  избегать попадания  прямых солнечных лучей.";45.19 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848176;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/0e9358ed64d15d30c96939776bba3fa1.jpg;200
Конфеты Сибирская красавица в шапочке 2.0 вз г-к;"Конфеты, глазированные шоколадной глазурью. Начинка-пралине на основе жареного арахиса и какао-масла.СОСТАВ: шоколадная глазурь,  сахар-песок, ядро арахиса жареное тертое, вафли листовые (мука пшеничная, масло растительное, соль пищевая, сода пищевая, эмульгатор — лецитин соевый, какао-масло, молоко цельное сухое,  ароматизатор пищевой «Молочный шоколад». ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 8,0г; ЖИРЫ – 28,0 г; УГЛЕВОДЫ – 58,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г:   520 ККАЛ/2180 кДж ГОСТ  4570УСЛОВИЯ ХРАНЕНИЯ: Хранить в сухом прохладном месте при температуре воздуха (18±3)С и относительной влажности воздуха не более 75%,  избегать попадания  прямых солнечных лучей.";234.30 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848175;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/5649ef4d7f88740d7627a2d159975eab.jpg;500
